"date_id","origin_id","type_id","tag_id","count"
1085,210,0,7529,1
1086,725,0,7384,1
1086,726,13,7541,1
1086,726,13,1740,1
1086,726,13,100,1
1086,210,7,7549,1
1086,210,24,7549,1
1086,210,7,2557,1
1086,210,24,2557,1
1086,210,7,7548,1
1086,210,24,7548,1
1086,210,7,1250,1
1086,210,24,1250,1
1086,210,7,7547,1
1086,210,24,7547,1
1086,210,7,7546,1
1086,210,24,7546,1
1086,210,7,555,1
1086,210,24,555,1
1086,210,7,7545,1
1086,210,24,7545,1
1086,210,7,7544,1
1086,210,24,7544,1
1086,210,7,1644,1
1086,210,24,1644,1
1086,726,13,161,1
1086,726,13,7543,1
1086,726,13,7542,1
1085,210,0,102,1
1085,210,0,7528,1
1084,724,0,7527,1
1084,724,0,7526,1
1082,68,8,7519,1
1082,68,8,7518,1
1082,655,0,7517,1
1082,655,0,2751,1
1082,655,0,6694,1
1082,655,0,1534,1
1082,655,0,7516,1
1082,655,0,7325,1
1082,655,0,7515,1
1082,655,0,1244,1
1082,655,0,7514,1
1082,655,0,7513,1
1082,655,0,38,1
1082,655,0,6693,1
1081,721,0,676,1
1081,721,0,7512,1
1081,721,0,275,1
1081,721,0,7511,1
1081,721,0,7510,1
1081,721,0,7509,1
1081,721,0,7508,1
1081,721,0,7507,1
1081,721,0,372,1
1082,68,8,535,1
1086,210,24,7550,1
1082,68,8,7520,1
1082,68,8,5797,1
1084,724,0,7525,1
1084,724,0,7484,1
1084,724,0,7524,1
1084,723,9,163,1
1084,723,11,163,1
1084,723,9,1258,1
1084,723,11,1258,1
1084,723,9,4459,1
1084,723,11,4459,1
1084,723,9,3215,1
1084,723,11,3215,1
1084,723,9,558,1
1084,723,11,558,1
1084,723,9,535,1
1084,723,11,535,1
1084,544,0,7523,1
1084,544,0,275,1
1084,544,0,2385,1
1083,722,15,7522,1
1083,722,15,7521,1
1083,722,15,506,1
1083,722,15,2680,1
1082,68,8,6523,1
1082,68,8,2818,1
1086,210,7,7550,1
1086,276,0,4142,1
1086,276,0,1058,1
1092,120,0,68,1
1092,120,0,7571,1
1092,120,0,434,1
1092,120,0,6895,1
1092,120,0,1053,1
1092,120,0,1446,1
1091,10,0,259,1
1091,10,0,313,1
1091,10,0,7570,1
1091,10,0,7569,1
1091,10,0,616,1
1091,10,0,7568,1
1091,10,0,11,1
1091,10,0,1644,1
1091,276,0,5658,1
1091,276,0,2401,1
1091,276,0,1100,1
1091,727,8,987,1
1091,727,8,4871,1
1091,727,8,2520,1
1091,727,8,1413,1
1091,727,8,7567,1
1091,727,8,378,1
1093,10,0,7572,1
1091,727,8,535,1
1093,10,0,7573,1
1093,10,0,7574,1
1095,10,0,3133,1
1095,10,0,2703,1
1095,10,0,1824,1
1094,2,12,388,1
1094,2,12,7584,1
1094,2,12,7583,1
1094,2,12,7582,1
1094,2,12,7581,1
1094,2,12,7580,1
1094,2,12,7579,1
1094,729,0,593,1
1094,729,0,5408,1
1094,729,0,397,1
1094,728,25,7578,1
1094,728,25,7577,1
1094,728,25,7576,1
1094,728,25,3206,1
1094,728,25,378,1
1093,10,0,1731,1
1093,10,0,1850,1
1093,10,0,275,1
1093,10,0,3364,1
1093,10,0,7575,1
1093,10,0,1212,1
1081,721,0,7506,1
1090,210,0,7566,1
1090,210,0,7565,1
1087,2,9,885,1
1087,2,32,885,1
1087,2,9,7557,1
1087,2,32,7557,1
1087,2,9,7556,1
1087,2,32,7556,1
1087,2,9,1355,1
1087,2,32,1355,1
1087,2,9,2531,1
1087,2,32,2531,1
1087,2,9,7555,1
1087,2,32,7555,1
1087,2,9,7554,1
1087,2,32,7554,1
1086,276,0,1850,1
1086,276,0,7553,1
1086,276,0,100,1
1086,276,0,1740,1
1086,276,0,99,1
1086,276,0,1767,1
1086,276,0,7552,1
1086,276,0,7551,1
1086,276,0,11,1
1087,2,32,2884,1
1090,210,0,1402,1
1087,2,9,2884,1
1087,2,9,7558,1
1090,210,0,7564,1
1090,210,0,7563,1
1090,210,0,11,1
1090,210,0,1644,1
1089,726,13,7543,1
1089,726,13,7542,1
1089,726,13,100,1
1089,726,13,1740,1
1089,726,13,7541,1
1089,726,13,7540,1
1089,726,13,99,1
1088,18,14,7562,1
1088,18,14,7561,1
1088,18,14,5031,1
1088,18,14,7560,1
1088,18,14,3016,1
1088,18,14,3949,1
1088,18,14,7559,1
1088,18,14,789,1
1088,18,14,239,1
1088,18,14,1945,1
1087,2,9,1259,1
1087,2,32,1259,1
1087,2,32,7558,1
1066,378,0,4511,1
1081,721,0,142,1
1080,276,0,1850,1
1070,718,0,78,1
1069,717,0,2003,1
1069,717,0,212,1
1069,717,0,606,1
1069,717,0,72,1
1069,717,0,4266,1
1069,717,0,7447,1
1069,648,0,1850,1
1069,648,0,4723,1
1069,648,0,1648,1
1070,718,0,918,1
1069,648,0,7446,1
1069,648,0,7444,1
1069,648,0,6703,1
1069,648,0,1888,1
1069,648,0,1635,1
1069,648,0,592,1
1069,648,0,5286,1
1068,714,12,7443,1
1068,714,2,7443,1
1068,714,9,7443,1
1068,714,12,7442,1
1069,648,0,7445,1
1070,718,0,645,1
1070,718,0,52,1
1070,718,0,23,1
1071,120,0,7463,1
1071,120,0,7462,1
1071,120,0,7461,1
1070,10,0,7460,1
1070,10,0,275,1
1070,10,0,7459,1
1070,10,0,7458,1
1070,10,0,7457,1
1070,10,0,7456,1
1070,10,0,766,1
1070,10,0,763,1
1070,10,0,2132,1
1070,10,0,7455,1
1070,10,0,7454,1
1070,10,0,7453,1
1070,10,0,1058,1
1070,10,0,7452,1
1070,10,0,5072,1
1070,10,0,7451,1
1070,718,0,7450,1
1070,718,0,7449,1
1070,718,0,7448,1
1070,718,0,1385,1
1068,714,2,7442,1
1068,714,9,7442,1
1068,714,12,7441,1
1068,714,2,7441,1
1067,276,19,5594,1
1067,276,9,1030,1
1067,276,11,1030,1
1067,276,19,1030,1
1067,276,9,5743,1
1067,276,11,5743,1
1067,276,19,5743,1
1067,276,9,7438,1
1067,276,11,7438,1
1067,276,19,7438,1
1067,276,9,7437,1
1067,276,11,7437,1
1067,276,19,7437,1
1067,276,9,7436,1
1067,276,11,7436,1
1067,276,19,7436,1
1066,378,0,7435,1
1066,378,0,259,1
1066,378,0,424,1
1066,378,0,313,1
1066,378,0,606,1
1066,378,0,769,1
1066,378,0,7434,1
1067,276,11,5594,1
1071,120,0,7464,1
1067,276,9,5594,1
1067,276,11,1449,1
1068,714,9,7441,1
1068,714,12,4567,1
1068,714,2,4567,1
1068,714,9,4567,1
1068,714,12,7440,1
1068,714,2,7440,1
1068,714,9,7440,1
1068,714,12,5079,1
1068,714,2,5079,1
1068,714,9,5079,1
1068,714,12,7439,1
1068,714,2,7439,1
1068,714,9,7439,1
1067,276,9,1850,1
1067,276,11,1850,1
1067,276,19,1850,1
1067,276,9,4746,1
1067,276,11,4746,1
1067,276,19,4746,1
1067,276,9,1774,1
1067,276,11,1774,1
1067,276,19,1774,1
1067,276,9,1449,1
1067,276,19,1449,1
1071,120,0,7465,1
1071,120,0,7466,1
1071,120,0,3613,1
1078,328,0,2837,1
1078,328,0,7493,1
1078,328,0,2836,1
1078,328,0,7492,1
1078,328,0,11,1
1078,328,0,1644,1
1077,2,0,1090,1
1077,2,0,7491,1
1077,2,0,52,1
1077,2,0,7490,1
1077,2,0,7489,1
1076,0,0,1850,1
1076,0,0,1937,1
1076,0,0,3349,1
1076,0,0,5517,1
1076,0,0,7488,1
1076,0,0,1145,1
1076,0,0,96,1
1076,0,0,95,1
1075,276,0,1850,1
1075,276,0,3492,1
1075,276,0,7487,1
1075,276,0,7486,1
1079,0,0,80,1
1074,138,0,7485,1
1079,0,0,3898,1
1079,0,0,11,1
1080,276,0,7505,1
1080,276,0,7504,1
1080,276,0,7503,1
1080,276,0,7169,1
1080,276,0,7502,1
1080,276,0,7501,1
1080,276,0,7500,1
1079,10,16,426,1
1079,10,16,160,1
1079,10,16,6694,1
1079,10,16,930,1
1079,10,16,7499,1
1079,10,16,7498,1
1079,10,16,3079,1
1079,10,16,459,1
1079,295,0,2241,1
1079,295,0,641,1
1079,295,0,7497,1
1079,295,0,7496,1
1079,295,0,5691,1
1079,295,0,7495,1
1079,0,0,161,1
1079,0,0,57,1
1079,0,0,7494,1
1081,721,0,2232,1
1074,138,0,4747,1
1074,138,0,1144,1
1072,719,4,7475,1
1072,719,23,7475,1
1072,719,4,7474,1
1072,719,23,7474,1
1072,719,4,7473,1
1072,719,23,7473,1
1072,719,4,7472,1
1072,719,23,7472,1
1072,719,4,7471,1
1072,719,23,7471,1
1072,719,4,7470,1
1072,719,23,7470,1
1071,276,9,1259,1
1071,276,11,1259,1
1071,276,9,885,1
1071,276,11,885,1
1071,276,9,448,1
1071,276,11,448,1
1071,276,9,7469,1
1071,276,11,7469,1
1071,276,9,7468,1
1071,276,11,7468,1
1071,120,0,7467,1
1072,719,23,7476,1
1074,138,0,7484,1
1072,719,4,7476,1
1072,719,4,7477,1
1074,138,0,173,1
1074,138,0,247,1
1074,138,0,205,1
1074,138,0,7483,1
1074,138,0,237,1
1073,720,0,1217,1
1073,720,0,5542,1
1073,720,0,275,1
1073,720,0,7482,1
1073,720,0,7481,1
1073,720,0,1325,1
1073,720,0,1324,1
1073,720,0,1520,1
1072,719,4,7480,1
1072,719,23,7480,1
1072,719,4,163,1
1072,719,23,163,1
1072,719,4,7479,1
1072,719,23,7479,1
1072,719,4,7478,1
1072,719,23,7478,1
1072,719,4,1270,1
1072,719,23,1270,1
1072,719,23,7477,1
1095,10,0,6299,1
1035,398,0,547,1
1035,398,0,7276,1
991,683,23,7081,1
991,683,4,7080,1
991,683,23,7080,1
990,682,10,3073,1
990,682,10,163,1
990,682,10,2508,1
990,682,10,186,1
990,682,10,1449,1
990,682,10,4583,1
989,210,0,259,1
991,683,4,7081,1
989,210,0,606,1
989,210,0,38,1
989,210,0,4511,1
988,364,0,426,1
988,364,0,7079,1
988,364,0,7078,1
988,364,0,7077,1
988,364,0,7076,1
988,364,0,7075,1
988,364,0,7074,1
987,210,0,7073,1
989,210,0,1212,1
991,683,23,3434,1
991,683,4,3434,1
991,683,23,7082,1
992,0,16,7088,1
992,0,13,7088,1
991,683,4,7087,1
991,683,23,7087,1
991,683,4,3425,1
991,683,23,3425,1
991,683,4,7036,1
991,683,23,7036,1
991,683,4,2730,1
991,683,23,2730,1
991,683,4,3436,1
991,683,23,3436,1
991,683,4,7086,1
991,683,23,7086,1
991,683,4,7085,1
991,683,23,7085,1
991,683,4,7084,1
991,683,23,7084,1
991,683,4,7083,1
991,683,23,7083,1
991,683,4,943,1
991,683,23,943,1
991,683,4,7082,1
987,210,0,3646,1
987,210,0,1250,1
987,210,0,459,1
987,210,0,175,1
985,69,0,7056,1
985,69,0,7055,1
985,69,0,0,1
984,10,18,7054,1
984,10,9,7054,1
984,10,18,68,1
984,10,9,68,1
984,10,18,7053,1
984,10,9,7053,1
984,10,18,7052,1
984,10,9,7052,1
984,10,18,7051,1
984,10,9,7051,1
984,10,18,7050,1
984,10,9,7050,1
984,10,18,7049,1
984,10,9,7049,1
984,10,18,7048,1
984,10,9,7048,1
984,10,18,2291,1
984,10,9,2291,1
984,453,0,7047,1
984,453,0,7046,1
985,69,0,2056,1
992,0,13,1741,1
985,69,0,2354,1
985,69,0,7057,1
987,210,0,5626,1
987,210,0,457,1
987,210,0,7072,1
986,2,0,7071,1
986,2,0,163,1
986,2,0,7070,1
986,2,0,388,1
986,2,0,7069,1
986,2,0,1928,1
986,2,0,1293,1
986,2,0,7068,1
986,2,0,7067,1
986,2,0,7066,1
986,2,0,7065,1
986,2,0,7064,1
986,2,0,7063,1
986,2,0,7062,1
986,2,0,7061,1
986,2,0,7060,1
986,2,0,7059,1
986,295,0,1850,1
986,295,0,7058,1
986,295,0,3566,1
985,69,0,739,1
992,0,16,1741,1
992,0,13,1534,1
992,0,16,1534,1
997,686,0,7116,1
997,686,0,1250,1
997,686,0,1325,1
997,686,0,7115,1
997,686,0,912,1
997,686,0,7114,1
997,686,0,7113,1
997,686,0,6558,1
997,686,0,7112,1
997,686,0,6557,1
997,686,0,85,1
997,686,0,7111,1
997,686,0,909,1
997,686,0,7110,1
997,686,0,7109,1
997,686,0,0,1
997,276,0,7108,1
997,276,0,61,1
997,276,0,6505,1
997,276,0,2672,1
997,276,0,52,1
997,276,0,899,1
997,276,0,7107,1
997,686,0,7117,1
996,295,9,263,1
997,686,0,7118,1
997,686,0,7120,1
999,295,2,7124,1
999,295,9,7124,1
999,295,2,7123,1
999,295,9,7123,1
999,295,2,7122,1
999,295,9,7122,1
998,210,0,7121,1
998,210,0,5403,1
998,210,0,2030,1
998,210,0,3198,1
998,210,0,1644,1
998,687,18,68,1
998,687,9,68,1
998,687,18,884,1
998,687,9,884,1
998,687,18,3203,1
998,687,9,3203,1
998,687,18,2548,1
998,687,9,2548,1
998,687,18,1446,1
998,687,9,1446,1
998,687,18,705,1
998,687,9,705,1
997,686,0,7119,1
984,453,0,11,1
996,295,11,263,1
996,295,11,1259,1
993,685,0,7099,1
993,685,0,210,1
993,685,0,7098,1
993,685,0,69,1
993,685,0,4448,1
993,685,0,2269,1
993,685,0,1485,1
993,684,0,5747,1
993,684,0,7097,1
993,684,0,7096,1
993,684,0,7095,1
993,684,0,7094,1
993,684,0,7093,1
993,684,0,7092,1
993,684,0,7091,1
993,684,0,7090,1
993,684,0,7089,1
993,684,0,17,1
993,527,0,3321,1
993,527,0,257,1
993,527,0,1940,1
992,0,16,259,1
992,0,13,259,1
993,685,0,1487,1
996,295,9,1259,1
993,685,0,68,1
994,276,0,7100,1
996,295,9,885,1
996,295,11,885,1
996,295,9,1258,1
996,295,11,1258,1
996,295,9,824,1
996,295,11,824,1
996,295,9,1053,1
996,295,11,1053,1
995,295,0,263,1
995,295,0,7106,1
995,295,0,7105,1
995,295,0,493,1
995,295,0,3915,1
995,295,0,891,1
995,295,0,11,1
995,295,0,2533,1
995,295,0,7104,1
995,295,0,7103,1
994,276,0,1850,1
994,276,0,1774,1
994,276,0,7102,1
994,276,0,7101,1
994,276,0,2682,1
994,276,0,1771,1
999,295,9,7125,1
984,453,0,7045,1
984,4,0,1850,1
974,276,24,1850,1
974,276,24,6980,1
974,276,24,6979,1
974,276,24,6978,1
974,276,24,3282,1
974,276,24,1355,1
974,276,24,78,1
974,276,24,6977,1
973,679,0,6976,1
973,679,0,5585,1
974,10,0,6667,1
973,679,0,6975,1
973,679,0,6973,1
973,679,0,3611,1
973,679,0,6972,1
973,679,0,6971,1
972,678,0,6970,1
972,678,0,3296,1
972,678,0,136,1
972,678,0,832,1
972,678,0,38,1
972,295,0,263,1
973,679,0,6974,1
974,10,0,1850,1
975,210,0,6981,1
975,210,0,38,1
978,544,0,6985,1
977,2,0,68,1
977,2,0,163,1
977,2,0,287,1
977,2,0,2511,1
977,2,0,3528,1
977,480,16,426,1
977,480,7,426,1
977,480,16,259,1
977,480,7,259,1
977,480,16,6984,1
977,480,7,6984,1
977,480,16,6983,1
977,480,7,6983,1
977,480,16,422,1
977,480,7,422,1
976,680,0,275,1
976,680,0,11,1
976,680,0,46,1
976,680,0,1212,1
976,680,0,38,1
975,210,0,6982,1
975,210,0,103,1
972,295,0,6969,1
972,295,0,4258,1
972,295,0,5883,1
972,295,0,489,1
969,2,15,66,1
969,2,15,664,1
969,2,15,459,1
969,2,15,136,1
969,2,15,358,1
969,2,15,398,1
969,2,15,4438,1
969,10,0,1768,1
968,2,4,68,1
968,2,3,68,1
968,2,18,68,1
968,2,9,68,1
968,2,5,68,1
968,2,4,6963,1
968,2,3,6963,1
968,2,18,6963,1
968,2,9,6963,1
968,2,5,6963,1
968,2,4,6962,1
968,2,3,6962,1
968,2,18,6962,1
968,2,9,6962,1
968,2,5,6962,1
970,276,11,5508,1
978,544,0,5830,1
970,276,9,5508,1
970,276,9,1258,1
972,295,0,6968,1
972,295,0,1824,1
971,276,6,1208,1
971,276,6,275,1
971,276,6,373,1
971,276,6,5313,1
971,276,6,1958,1
971,276,6,38,1
971,677,0,212,1
971,677,0,6967,1
971,210,0,5972,1
971,210,0,6966,1
971,210,0,561,1
971,210,0,3215,1
971,210,0,558,1
971,210,0,1644,1
971,210,0,6965,1
970,276,9,6964,1
970,276,11,6964,1
970,276,9,1259,1
970,276,11,1259,1
970,276,9,885,1
970,276,11,885,1
970,276,11,1258,1
978,544,0,11,1
978,544,0,6986,1
978,544,0,6682,1
982,210,0,4209,1
982,210,0,7036,1
982,210,0,7035,1
982,210,0,7034,1
982,210,0,7033,1
982,210,0,7032,1
982,210,0,1366,1
982,210,0,2807,1
982,210,0,547,1
982,210,0,3206,1
981,2,0,7031,1
981,2,0,7030,1
981,2,0,7029,1
981,2,0,7028,1
981,2,0,7027,1
981,2,0,4973,1
981,2,0,7026,1
980,10,0,7025,1
980,10,0,7024,1
980,10,0,851,1
980,10,0,1327,1
980,10,0,7023,1
980,10,0,7022,1
982,210,0,7037,1
980,10,0,7021,1
982,210,0,2349,1
982,210,0,131,1
984,4,0,2460,1
984,4,0,212,1
984,4,0,4074,1
984,4,0,225,1
983,681,8,7044,1
