"date_id","origin_id","type_id","tag_id","count"
1521,10,0,1169,1
1505,909,0,23,1
1522,0,0,1170,1
1505,908,2,1156,1
1504,120,0,1155,1
1489,276,17,1146,1
1489,901,20,1147,1
1490,0,0,1148,1
1491,120,0,1149,1
1491,714,0,1029,1
1492,645,0,334,1
1493,902,0,1150,1
1493,903,13,442,1
1493,4,0,903,1
1494,295,0,1151,1
1495,904,0,209,1
1496,905,6,1152,1
1496,905,16,1152,1
1497,276,6,363,1
1498,295,0,364,1
1499,906,30,768,1
1500,295,0,23,1
1501,10,0,242,1
1501,2,0,1153,1
1502,295,6,364,1
1503,295,14,1154,1
1505,907,6,7,1
1625,964,7,1245,1
1523,916,0,1171,1
1524,714,0,1172,1
1543,120,0,1189,1
1544,0,0,1190,1
1545,755,6,745,1
1545,755,2,745,1
1545,755,16,745,1
1545,927,0,1191,1
1546,714,12,1192,1
1547,925,12,1186,1
1547,295,0,1193,1
1548,928,24,1194,1
1549,295,0,1082,1
1550,929,0,1195,1
1551,276,13,883,1
1551,930,0,1196,1
1552,210,0,1197,1
1552,931,0,1198,1
1553,295,0,1199,1
1554,0,30,35,1
1555,932,13,171,1
1555,295,6,1200,1
1556,10,0,844,1
1542,926,6,1188,1
1523,10,17,251,1
1541,925,2,1187,1
1539,714,12,58,1
1525,917,13,23,1
1526,2,0,1173,1
1527,918,17,1174,1
1528,276,0,1175,1
1529,919,16,334,1
1529,27,4,914,1
1530,120,0,364,1
1530,889,0,1176,1
1531,295,0,1177,1
1531,295,0,1178,1
1532,723,0,944,1
1533,920,0,1179,1
1534,918,17,1180,1
1534,918,3,1180,1
1535,921,0,1181,1
1536,10,0,1182,1
1536,2,0,1118,1
1536,678,0,1183,1
1537,922,0,1184,1
1538,120,0,928,1
1538,923,0,1185,1
1540,924,2,1186,1
1626,965,0,171,1
1627,966,13,1246,1
1628,295,9,933,1
1704,1005,6,1303,1
1705,1006,6,87,1
1705,295,7,8,1
1706,263,7,334,1
1706,276,7,1304,1
1706,295,0,1202,1
1707,295,0,7,1
1707,11,16,1305,1
1708,120,17,8,1
1709,1007,6,1306,1
1709,1007,4,1306,1
1709,2,4,1034,1
1710,1008,16,1307,1
1711,295,3,1308,1
1712,295,2,364,1
1712,295,8,364,1
1713,1009,3,1309,1
1714,276,0,1310,1
1715,120,16,1311,1
1716,295,8,608,1
1716,2,7,16,1
1703,276,0,23,1
1716,2,4,16,1
1703,1004,21,364,1
1701,10,6,209,1
1687,994,3,487,1
1688,276,8,363,1
1689,723,7,8,1
1689,295,20,520,1
1690,995,2,1293,1
1691,714,0,1294,1
1692,276,0,548,1
1693,996,0,14,1
1693,10,0,1295,1
1694,997,6,1296,1
1695,998,0,1061,1
1695,714,0,1240,1
1696,120,6,1297,1
1696,120,11,1297,1
1696,120,8,1297,1
1697,999,6,1298,1
1698,1000,6,1299,1
1699,1001,0,1300,1
1699,295,13,364,1
1700,1002,22,1301,1
1701,1003,8,1302,1
1702,295,24,33,1
1687,994,12,487,1
1717,2,3,495,1
1718,2,0,1313,1
1732,1016,3,1323,1
1732,1016,4,1323,1
1733,1017,6,856,1
1734,295,7,941,1
1734,10,0,1324,1
1735,1018,0,1325,1
1736,2,15,1326,1
1737,1019,13,1327,1
1738,328,8,363,1
1738,276,8,209,1
1739,761,9,193,1
1740,1020,16,758,1
1741,1021,2,1328,1
1741,1021,16,1328,1
1742,120,7,1329,1
1742,1022,7,758,1
1742,1022,20,758,1
1743,10,8,1330,1
1744,1023,0,1068,1
1745,295,6,1068,1
1745,295,13,1068,1
1732,1016,25,1323,1
1718,714,3,1312,1
1731,896,6,206,1
1730,2,18,1322,1
1719,210,20,1314,1
1719,210,2,1314,1
1719,210,16,1314,1
1720,0,6,1315,1
1721,1010,20,1215,1
1722,1011,2,394,1
1722,1011,8,394,1
1723,927,13,1316,1
1723,927,5,1316,1
1723,927,20,1316,1
1723,927,10,1316,1
1724,1012,3,1317,1
1724,1013,7,487,1
1724,1013,16,487,1
1725,295,11,1318,1
1726,1014,6,1023,1
1727,210,17,1319,1
1727,210,7,1319,1
1728,2,6,1320,1
1728,2,12,1320,1
1729,1015,6,1321,1
1730,2,4,1322,1
1488,337,13,1145,1
1687,723,0,1292,1
1686,295,7,1215,1
1645,973,17,1259,1
1646,974,0,1260,1
1646,975,0,1261,1
1647,276,17,1262,1
1648,210,15,224,1
1648,210,17,224,1
1648,210,7,224,1
1648,812,20,12,1
1648,295,32,1263,1
1649,0,14,170,1
1649,976,0,1264,1
1650,295,0,1265,1
1651,10,14,1266,1
1652,977,0,1267,1
1652,978,6,1268,1
1653,979,8,1164,1
1654,120,0,1269,1
1655,980,0,1270,1
1655,11,8,209,1
1656,10,0,1271,1
1657,210,0,1272,1
1645,0,0,1258,1
1658,981,4,1273,1
1644,2,0,16,1
1643,972,0,1256,1
1629,276,8,76,1
1630,2,4,16,1
1631,947,0,171,1
1632,967,0,1247,1
1633,968,0,176,1
1634,969,17,272,1
1635,210,13,1248,1
1635,210,7,1248,1
1636,970,15,914,1
1637,276,0,363,1
1638,120,0,171,1
1638,10,0,1249,1
1639,2,11,16,1
1640,4,0,1250,1
1640,295,0,1251,1
1641,120,8,1252,1
1642,210,0,1253,1
1642,295,13,1254,1
1642,295,20,1254,1
1643,971,1,1255,1
1643,971,3,1255,1
1643,276,0,1257,1
1687,993,32,1291,1
1659,982,0,39,1
1660,210,0,1215,1
1673,989,0,135,1
1674,295,6,230,1
1675,723,0,1286,1
1676,990,7,217,1
1676,991,0,1287,1
1677,295,0,39,1
1678,10,0,1288,1
1679,210,0,534,1
1680,10,0,1164,1
1680,701,14,1,1
1680,701,18,1,1
1681,685,6,35,1
1681,120,6,1289,1
1682,295,7,1271,1
1682,295,8,364,1
1683,2,8,1290,1
1684,276,20,804,1
1684,10,22,1042,1
1685,992,16,33,1
1685,723,6,962,1
1686,386,11,508,1
1672,295,6,39,1
1659,2,4,589,1
1672,295,13,914,1
1671,10,0,1285,1
1660,983,17,14,1
1661,984,0,39,1
1662,11,0,209,1
1663,295,0,23,1
1663,295,11,1274,1
1664,0,0,1275,1
1665,0,0,1276,1
1665,0,17,1089,1
1665,985,31,1277,1
1665,295,16,8,1
1665,11,8,1278,1
1666,986,3,353,1
1666,295,0,1279,1
1667,885,22,1042,1
1668,987,13,1280,1
1668,987,7,1280,1
1668,987,20,1280,1
1669,210,11,1281,1
1669,10,0,1282,1
1670,10,0,1283,1
1671,988,16,1284,1
1672,295,15,914,1
765,572,0,123,1
1487,900,0,1144,1
1485,444,0,153,1
1319,817,0,33,1
1319,287,0,363,1
1320,527,0,39,1
1320,2,0,43,1
1321,10,6,7,1
1322,276,0,1020,1
1323,818,22,162,1
1324,819,30,768,1
1324,295,0,1021,1
1318,41,6,903,1
1325,753,22,955,1
1325,714,3,58,1
1326,0,8,35,1
1326,276,19,363,1
1326,276,31,363,1
1327,0,0,955,1
1327,18,0,1022,1
1328,820,13,1023,1
1328,10,22,162,1
1329,821,17,1024,1
1325,295,0,289,1
1318,10,0,171,1
1317,10,0,777,1
1316,816,0,1019,1
1303,812,0,65,1
1304,813,2,251,1
1304,11,8,1015,1
1305,138,0,23,1
1306,0,0,1016,1
1306,10,7,1017,1
1306,10,11,1017,1
1307,814,6,33,1
1307,814,32,33,1
1307,814,9,33,1
1307,814,8,33,1
1307,78,13,70,1
1308,753,0,9,1
1309,815,0,1018,1
1310,2,15,8,1
1311,295,0,364,1
1311,2,0,353,1
1312,10,0,35,1
1313,276,0,16,1
1314,648,8,325,1
1315,0,0,839,1
1330,822,0,43,1
1331,656,0,1025,1
1332,823,17,4,1
1333,824,16,23,1
1352,834,0,1041,1
1353,835,13,171,1
1353,276,0,1042,1
1354,0,13,1043,1
1355,836,0,1044,1
1355,11,8,33,1
1356,837,0,1045,1
1357,10,8,1046,1
1358,654,13,1023,1
1359,723,12,1029,1
1359,838,12,1005,1
1360,120,0,133,1
1361,0,13,1047,1
1361,839,3,1048,1
1362,840,8,209,1
1362,714,0,1029,1
1363,554,8,1049,1
1363,0,0,1050,1
1364,841,32,1051,1
1364,841,9,1051,1
1365,842,8,434,1
1351,0,0,1008,1
1302,0,0,35,1
1350,833,11,1040,1
1349,832,8,1038,1
1334,825,13,1026,1
